run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,tokens_input,tokens_output,tokens_thinking,tokens_assembly,tokens_execution,tokens_verification,tokens_adapt,tokens_self_healing,cost_usd,model_config_id,missing_keywords,missing_sections,error,cot_verification,self_reflection,reflection_correction,reflection_tokens
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_acceptance_protocol,L3,resolved,True,1.0,234945,5,160641,149254,11387,0,2307,160641,1998,0,0,0.01948,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_progress_with_cost_comparison,L3,resolved,True,1.0,120125,5,42738,36158,6580,0,3195,42738,2904,0,0,0.006248,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_safety_incident_report,L3,resolved,True,1.0,105570,5,43698,35395,8303,0,5009,43698,2766,0,0,0.006861,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_structural_assessment,L3,resolved,True,1.0,118075,5,37874,31504,6370,0,4985,37874,2087,0,0,0.005698,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_environmental_compliance,L3,resolved,True,1.0,78029,5,35510,29745,5765,0,3271,35510,2241,0,0,0.005281,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_schedule_variance_analysis,L3,resolved,True,1.0,91933,5,43719,36816,6903,0,4924,43719,3039,0,0,0.006443,ABL-WEAK-EVO-ON,,,,True,True,0.08,675
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L3_warranty_claim_report,L3,build_failed,False,0.0,45000,0,0,0,0,0,0,0,0,0,0,0.0,ABL-WEAK-EVO-ON,,,,False,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_fire_safety_audit,L4,resolved,True,1.0,66379,5,36752,30062,6690,0,3983,36752,2523,0,0,0.005682,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_energy_evaluation,L4,resolved,True,1.0,80472,5,43392,38644,4748,0,3246,43392,2127,0,0,0.005764,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_procurement_documentation,L4,failed,False,0.0,55165,5,31055,28712,2343,0,8085,11516,3520,19539,0,0.003808,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_noise_protection_assessment,L4,resolved,True,1.0,56619,5,36976,29717,7259,0,8200,36976,2687,0,0,0.005875,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_facade_inspection_report,L4,resolved,True,1.0,53730,5,30696,27349,3347,0,3420,30696,1937,0,0,0.004074,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_demolition_planning_report,L4,resolved,True,1.0,147511,5,35718,29738,5980,0,3492,35718,2272,0,0,0.005366,ABL-WEAK-EVO-ON,,,,True,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L4_accessibility_audit,L4,failed,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,ABL-WEAK-EVO-ON,,,,False,False,0.0,0
8e2461ea-b512-4fe6-a48d-b979d6b06e70,progressive_complexity,2,L5_schema_discovery_report,L5,resolved,False,0.222,161416,5,71891,63925,7966,0,2553,44199,5219,2524,0,0.009579,ABL-WEAK-EVO-ON,Projekt 'Neubau Wohnanlage Bergstraße 12' wird identifiziert;Projekt 'Sanierung Grundschule Am Park' wird identifiziert;Verzögerung im Gewerk Elektro wird erkannt und benannt;Mindestens 3 offene kritische Mängel werden aufgelistet;Gesamtkosten werden als Summe berechnet und dem Budget gegenübergestellt;Mindestens ein konkreter Mangel mit Beschreibung wird genannt;Fortschritt von mindestens 4 Gewerken wird einzeln ausgewiesen,,,True,True,0.45,644
